,title,ingredients,directions,link,source,NER
1474698,Spicy Ginger Bbq Sauce,"['1 medium onion, chopped', '2 tablespoons chopped fresh ginger', '2 tablespoons chopped fresh garlic', '1 1/2 tablespoons vegetable oil', '1 cup dry rose or dry white wine', '1/2 cup ketchup', '3 tablespoons cider vinegar', '3 tablespoons packed brown sugar', '1 tablespoon Dijon mustard', '1 teaspoon Worcestershire', '1/2 teaspoon salt', '1/2 teaspoon pepper', '1/8 teaspoon cayenne', '2 tablespoons lemon juice']","['Saute onion, ginger, and garlic with vegetable oil in a medium saucepan over medium-high heat until soft, about 5 minutes.', 'Add rose, ketchup, cider vinegar, brown sugar, Dijon mustard, Worcestershire, salt, pepper, and cayenne. Simmer, stirring occasionally, until very slightly thickened, 5 to 6 minutes.', 'Cool slightly, add lemon juice, then whirl in a blender until smooth.', 'Note: Nutritional analysis is per 1/4-cup serving.']",www.myrecipes.com/recipe/spicy-ginger-bbq-sauce,Gathered,"['onion', 'fresh ginger', 'fresh garlic', 'vegetable oil', 'rosé', 'ketchup', 'cider vinegar', 'brown sugar', 'mustard', 'Worcestershire', 'salt', 'pepper', 'cayenne', 'lemon juice']"
54919,Alice'S Roast,"['4 1/2 lb. eye of round roast', '1 pkg. dried onion soup mix', '2 cans golden mushroom soup', '3/4 can water', 'bag small carrots', '4 potatoes, sliced']","['Place roast in large roasting pan.', 'Put onion soup mix on top of roast.', 'Pour mushroom soup and water around roast.', 'Cover with heavy foil.', 'Bake at 350° for 2 hours.', 'Add carrots and potatoes and cook for 2 more hours.']",www.cookbooks.com/Recipe-Details.aspx?id=84926,Gathered,"['round roast', 'onion soup', 'golden mushroom soup', 'water', 'carrots', 'potatoes']"
315902,Dessert Made With Crackers,"['4 egg whites, beaten', '3/4 tsp. cream of tartar', '1 1/2 c. sugar', '2 c. saltine crackers, crushed', '1 c. chopped nuts']","['Mix together the egg whites, cream of tartar and gradually add sugar, beating until stiff.', 'Fold in the crushed crackers and nuts.', 'Spread in 9 x 13-inch greased pan.', 'Bake at 350° for 25 minutes or until lightly brown.', 'Cool.', 'Spread with your choice of filling.', 'Mix 2 packages of Dream Whip.', 'Spread over top.']",www.cookbooks.com/Recipe-Details.aspx?id=168409,Gathered,"['egg whites', 'cream of tartar', 'sugar', 'saltine crackers', 'nuts']"
503856,Chicken Breast Casserole,"['6 chicken breasts', '2 c. cooked rice', '1 box frozen broccoli, cooked', '1 can cream of mushroom soup', '1 can chicken broth', '1 (8 oz.) jar Cheez Whiz', '1 medium onion, chopped', '2 Tbsp. butter']","['Boil and debone 6 chicken breasts.', 'Layer along with rice and broccoli in a large Pyrex dish.', 'In saucepan, combine mushroom soup, chicken broth, Cheez Whiz, onion and butter.', 'Cook 10 to 15 minutes, stirring.', 'Pour over chicken mixture.', 'Do not stir!', 'Bake 45 minutes at 350°.']",www.cookbooks.com/Recipe-Details.aspx?id=734113,Gathered,"['chicken breasts', 'rice', 'frozen broccoli', 'cream of mushroom soup', 'chicken broth', 'onion', 'butter']"
536000,No-Bake Cheese Cake,"['1 can evaporated milk', '1 large pkg. cream cheese (room temperature)', '1 large pkg. lemon jello', '1/2 c. sugar', '1 c. boiling water', '1 can crushed pineapple, drained', '2 tsp. vanilla', '1 pkg. graham crackers, crushed']","['Put the evaporated milk in freezer for 1/2 hour.', 'Dissolve the jello and sugar in boiling water in a separate bowl.', 'With electric beaters, whip evaporated milk until doubled in volume. Add cream cheese; whip.', 'Add dissolved jello mixture, pineapple and vanilla.', 'Pour mixture evenly into a 13 x 9-inch baking dish lined with crushed graham crackers.', 'Sprinkle top with a handful of crushed graham crackers.', 'Refrigerate.']",www.cookbooks.com/Recipe-Details.aspx?id=710112,Gathered,"['milk', 'cream cheese', 'lemon jello', 'sugar', 'boiling water', 'pineapple', 'vanilla', 'graham crackers']"
523222,Sausage Slop Casserole,"['1 box Kraft macaroni and cheese', '1 bunch fresh broccoli, cut up', '1 Hillshire Farm sausage, cut up', 'onions, chopped small', '1 tsp. oregano']","['Make macaroni and cheese per instructions.', 'Steam or fry sausage and broccoli.', 'Slop all together with onions and oregano. Warm and serve.']",www.cookbooks.com/Recipe-Details.aspx?id=605531,Gathered,"['macaroni', 'fresh broccoli', 'sausage', 'onions', 'oregano']"
1506577,Easy Waldorf And Raisin Salad,"['4 cups cubed apples', '1 cup unsweetened pineapple tidbits', '2 tablespoons chopped celery', '2 tablespoons chopped pecans', '2 tablespoons raisins', '1 cup fat-free sour cream', '1 tablespoon reduced-fat mayonnaise', '1-1/2 teaspoons sugar', '1-1/2 teaspoons orange juice']","['In a large bowl, combine the first five ingredients. In a small bowl, combine the sour cream, mayonnaise, sugar and orange juice. Pour over apple mixture; toss to coat. Cover and refrigerate for 2 hours or until chilled. Toss just before serving.']",www.tasteofhome.com/recipes/easy-waldorf-and-raisin-salad/,Gathered,"['cubed apples', 'celery', 'pecans', 'raisins', 'sour cream', 'mayonnaise', 'sugar', 'orange juice']"
502631,Cheese Cake Cookies,"['1/3 c. lightly salted butter, softened', '1/3 c. firmly packed light brown sugar', '1 c. all-purpose flour', '1/2 c. chopped walnuts or pecans', '1/2 c. granulated sugar', '8 oz. pkg. cream cheese, softened', '1 egg', '2 Tbsp. milk', '1 Tbsp. freshly squeezed lemon juice', '1/2 tsp. vanilla extract']","['Preheat oven to 350°.', 'Lightly grease an 8 x 8-inch baking pan. To make crumb mixture for bottom crust and topping, cream the butter with brown sugar until fluffy.', 'Cut in flour and nuts. Reserve 1 cup of mixture for topping.', 'Press remainder into bottom of prepared pan. Bake 12 to 15 minutes until lightly browned.']",www.cookbooks.com/Recipe-Details.aspx?id=943364,Gathered,"['butter', 'brown sugar', 'flour', 'walnuts', 'sugar', 'cream cheese', 'egg', 'milk', 'freshly squeezed lemon juice', 'vanilla extract']"
601604,No Knead Pecan Rolls,"['1/2 c. warm water', '2 pkg. active dry yeast', '1 c. scalded milk, cooled to lukewarm', '1/3 c. sugar', '1 tsp. salt', '1/4 c. oil', '4 c. sifted flour, divided', '3 eggs, beaten', '1 tsp. melted butter or margarine for each of 24 muffin cups', '24 pecan halves', '1/2 tsp. brown sugar for each of 24 muffin cups']","['Measure warm water into bowl.', 'Sprinkle in yeast and stir until dissolved.', 'Add scalded milk, sugar, salt and oil.', 'Mix well.', 'Add 1 cup of the flour; beat well.', 'Add the eggs, beating well.', 'Gradually add remaining flour while still mixing.', 'Beat until light and bubbly.', 'Cover and allow to rise in a warm place, about 1 hour, until double.']",www.cookbooks.com/Recipe-Details.aspx?id=942061,Gathered,"['warm water', 'active dry yeast', 'milk', 'sugar', 'salt', 'oil', 'flour', 'eggs', 'butter', 'pecan', 'brown sugar']"
938298,Sour Cream Chocolate Cake,"['2 eggs', '1 1/2 cups sour cream', '2 tablespoons shortening', '1 1/4 cups white sugar', '2 cups all-purpose flour', '4 tablespoons unsweetened cocoa powder', '1/4 teaspoon salt', '1 teaspoon vanilla extract', '2 teaspoons baking soda', '1/4 cup hot water', '2 cups white sugar', '1/4 cup light corn syrup', '1/2 cup milk', '1/2 cup shortening', '2 (1 ounce) squares unsweetened chocolate', '1/4 teaspoon salt', '1 teaspoon vanilla extract']","['Beat the eggs in a large mixing bowl. Melt the 2 tablespoons shortening, and add it and the sour cream to the eggs.', 'In another bowl, sift together 1 1/4 cups sugar, flour, cocoa and 1/4 teaspoon salt. Add these dry ingredients to the egg mixture. Stir the batter until smooth. Add in the vanilla and stir. Lastly, add the soda dissolved in hot water. Stir.', 'Pour batter into a greased and floured 9 x 13 inch pan. Bake at 350 degrees F (175 degrees C) for 35 minutes, or until done. Cool.', 'To Make the Frosting: Combine 2 cups sugar, corn syrup, milk, 1/2 cup shortening, unsweetened chocolate, and 1/4 teaspoon salt in a small saucepan. Stir over low heat until chocolate melts. Bring to a full rolling boil and boil for one minute, stirring constantly. Remove the pan from the heat. Add 1 teaspoon vanilla, and beat the frosting mixture until it has a smooth spreading consistency.', 'Frost the cake when it has completely cooled.']",www.allrecipes.com/recipe/7325/sour-cream-chocolate-cake/,Gathered,"['eggs', 'sour cream', 'shortening', 'white sugar', 'flour', 'cocoa', 'salt', 'vanilla', 'baking soda', 'hot water', 'white sugar', 'light corn syrup', 'milk', 'shortening', 'chocolate', 'salt', 'vanilla']"
203011,Lisa'S Pudding Dessert,"['2 small boxes instant vanilla pudding', '2 2/3 c. milk', '1 box honey graham crackers', '8 oz. Cool Whip', '1 can dark fudge icing']","['Mix pudding and milk.', 'Refrigerate for 5 minutes.', 'In a 13 x 9-inch pan put a layer of crackers.', 'Mix Cool Whip with pudding. Put half of mixture on crackers.', 'Put another layer of crackers. Repeat pudding layer and another layer of crackers.', 'Finish with chocolate icing.', 'Refrigerate overnight.']",www.cookbooks.com/Recipe-Details.aspx?id=208107,Gathered,"['vanilla pudding', 'milk', 'honey', 'icing']"
1997644,Chickpea Soup With Red Pepper Salsa,"['23 cup dried garbanzo beans', '23 teaspoon ground cumin', '13 teaspoon ground mustard', '1 tablespoon sesame seeds', '1 large onion', '1 tablespoon olive oil', '2 large garlic cloves', '12 teaspoon ground ginger', '3 14 cups vegetable broth', '1 14 cups milk', '12 small red bell pepper', '14 cucumber', '14 large sweet onion', '1 large garlic clove', '1 tomatoes', '1 serrano pepper', '14 cup cilantro', '1 lemon']","['Soak the chickpeas overnight or boil them for an hour, drain and rinse.', 'In your soup pan, saute the onion and sesame seeds in the oil until the onions are well browned.', 'Add the garlic, cumin, mustard, and ginger and cook for one minute more.', 'Add the chickpeas and the broth.', 'Stir well to scrape the seasoning from the bottom of the pan where it has likely stuck whilst cooking with the onions.', 'Simmer for about an hour until the chickpeas are soft.', 'While the soup is cooking, finely chop and the salsa ingredients except the lemon.', 'Grate the lemon peel and add the gratings to the salsa.', 'Add the juice from the lemon to the salsa.', 'The salsa should sit for thirty minutes or more for the flavors to meld.', 'Using an immersion blender, blend the soup until smooth.', 'Add the milk and any salt and pepper you deem necessary.', 'Serve the soup with generous helpings of salsa on top.']",www.food.com/recipe/chickpea-soup-with-red-pepper-salsa-418207,Recipes1M,"['garbanzo beans', 'ground cumin', 'ground mustard', 'sesame seeds', 'onion', 'olive oil', 'garlic', 'ground ginger', 'vegetable broth', 'milk', 'red bell pepper', 'cucumber', 'sweet onion', 'garlic', 'tomatoes', 'serrano pepper', 'cilantro', 'lemon']"
1633317,Orange Blossom Cakes,"['1 Orange grated', '1 lemon grated', '3/4 cup granulated sugar', '1 box yellow cake mix']","['Mix orange and lemon mixture with 3/4 cup sugar. Let stand in refrigerator overnight, or longer. Stir from time to time. Keep covered.', 'Mix 1 box good yellow cake mix according to directions. Bake in miniature muffin pans. Makes about 70 cakes.', 'Dip hot muffin cakes in syrup as you take them out of pan. Dip bottom of cakes twice. Place cakes on wax paper to cool with tops down. These cakes freeze well. Good in freeze for several weeks.']",www.yummly.com/recipe/Orange-Blossom-Cakes-1667736,Gathered,"['Orange grated', 'lemon grated', 'sugar', 'yellow cake mix']"
1217556,Brazilian Beef Stew (Feijoada),"['1 lb beef stew meat, seasoned with salt and pepper', '1 tablespoon vegetable oil', '8 ounces kielbasa, sliced into 1/2 inch thick rounds', '1/4 cup orange juice', '1 1/2 cups diced onions', '1 (14 1/2 ounce) can diced tomatoes', '1 (15 ounce) can black beans, drained and rinsed', '1 (15 ounce) can black beans, drained and rinsed and pureed', '2 tablespoons minced garlic', '1 tablespoon chili powder', '1 tablespoon red wine vinegar', 'sliced jalapeno', 'orange wedge', 'orange zest']","['Brown meat in oil in batches in a large skillet over medium-high heat, about 5 minutes per batch. Transfer meat to a paper-towel lined plate.', 'Brown kielbasa in same skillet, 3 minutes per batch. Transfer to a paper-towel lined plate.', 'Deglaze skillet with orange juice, scraping up brown bits on bottom of pan; set aside.', 'Combine onions, tomatoes, beans, garlic, and chili powder in a 4 to 6 quart slow cooker. Stir in browned meats and deglazing liquid. Cover slow cooker; cook on high setting until steak is fork tender, 4 hours.', 'Add vinegar and season with salt and pepper.', 'Garnish each serving of stew with jalapeno slices, orange wedges and zest.']",www.food.com/recipe/brazilian-beef-stew-feijoada-446822,Gathered,"['beef stew meat', 'vegetable oil', 'kielbasa', 'orange juice', 'onions', 'tomatoes', 'black beans', 'black beans', 'garlic', 'chili powder', 'red wine vinegar', 'jalapeno', 'orange wedge', 'orange zest']"
7002,Squash Relish,"['12 c. coarsely ground yellow squash', '4 c. coarsely ground onion', '2 green sweet peppers', '2 red sweet peppers', '2 Tbsp. salt', '6 c. sugar', '2 1/2 c. vinegar', '1 1/2 Tbsp. celery seed', '1 Tbsp. dry mustard', '1/2 tsp. pepper', '3/4 Tbsp. turmeric']","['Mix in a large pot the salt, sugar, vinegar, celery seed, dry mustard, pepper and turmeric.', 'Add squash, peppers and onions. Cook 20 minutes after coming to a full boil.', 'Place into hot sterilized jars with 2-piece lids and seal.', 'Yield: 3 quarts.']",www.cookbooks.com/Recipe-Details.aspx?id=167870,Gathered,"['ground onion', 'green sweet peppers', 'red sweet peppers', 'salt', 'sugar', 'vinegar', 'celery', 'mustard', 'pepper', 'turmeric']"
39600,Chocolate Zucchini Cake,"['3 sq. chocolate', '3 c. flour', '1 1/2 tsp. baking powder', '1 tsp. baking soda', '1 tsp. salt', '4 eggs', '3 c. sugar', '1 1/2 c. salad oil', '3 c. finely grated zucchini', '1 c. chopped nuts']","['Melt the chocolate in double boiler.', 'Sift the flour, salt, baking powder and soda.', 'Beat the eggs and gradually add sugar; beat well.', 'Add oil and chocolate; beat until well blended.', 'Add sifted dry ingredients and beat until smooth.', 'Stir in zucchini and nuts.', 'Pour in greased and floured tube pan.', 'Bake at 350° for 1 hour and 15 minutes.']",www.cookbooks.com/Recipe-Details.aspx?id=164055,Gathered,"['chocolate', 'flour', 'baking powder', 'baking soda', 'salt', 'eggs', 'sugar', 'salad oil', 'zucchini', 'nuts']"
1241340,Kentucky Bourbon Sweet Potatoes,"['6 large sweet potatoes, peeled and sliced', '1 cup sugar', '1/2 cup butter', '1/2 cup Bourbon', '1/2 teaspoon vanilla']","['Arrange sweet potatoes in an oblong baking dish.', 'Combine sugar, butter, bourbon, and vanilla in a large saucepan and heat to a boil.', 'As soon as the sauce comes to a boil, pour it over the sweet potatoes.', 'Bake at 350 degrees for 30-40 minutes or until sweet potatoes are soft.']",www.food.com/recipe/kentucky-bourbon-sweet-potatoes-26091,Gathered,"['sweet potatoes', 'sugar', 'butter', 'Bourbon', 'vanilla']"
865693,Cabbage Rolls,"['salt and pepper to taste', '1 medium-size onion, chopped', 'garlic powder to taste', '1 head cabbage (one with loose leaves)', '1 lb. ground beef', '1 bag sauerkraut (undrained) in meat section', '1 c. rice', '1 big can tomatoes']","['Boil big pot of water with a little salt.', 'Meanwhile, add a little water to rice to let it swell.', 'Set aside.', 'Saute onion in oil.', 'Add a little garlic powder.', 'Core cabbage.', 'Put whole head of cabbage in boiling water or almost boiling to wilt leaves.', 'Put raw hamburger in bowl.', 'Add rice, salt and pepper (right much salt).', 'Mix.', 'Add onions (do not drain) and mix.', 'Pull leaves off cabbage with long fork and tongs while still in water (one at a time).', 'Can save the last ones because they are so small.']",www.cookbooks.com/Recipe-Details.aspx?id=251718,Gathered,"['salt', 'onion', 'garlic', 'cabbage', 'ground beef', 'sauerkraut', 'rice', 'tomatoes']"
